nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0003981,Lydia Cornell,\N,\N,"actress,producer,writer","tt0083437,tt0096684,tt0080299,tt0264235"
nm0003982,Miura Kite,\N,\N,"miscellaneous,producer,casting_department","tt7137906,tt20560404,tt13354972,tt0374463"
nm0003983,Andy Roberts,1946,\N,"composer,actor,music_department","tt0085866,tt0241492,tt0110889,tt0119092"
nm0003984,Guy Gonçalves,\N,\N,"cinematographer,camera_department,director","tt1828148,tt0264692,tt3310894,tt0295529"
nm0003985,Rick Gioia,\N,\N,"camera_department,cinematographer,actor","tt0482572,tt1670345,tt1041829,tt1219289"
nm0003986,Stan Egi,\N,\N,actor,"tt0119859,tt1600194,tt0107969,tt0091159"
nm0003987,Mohandas K. Gandhi,1869,1948,"miscellaneous,writer,music_department","tt0083987,tt0456144,tt0244776,tt0232081"
nm0003988,Erik Gustafson,\N,\N,actor,tt0115654
nm0003989,Erik Gustavson,1955,\N,"director,script_department,writer","tt0090736,tt0145571,tt0108309,tt0099764"
nm0003990,Erik Gustavsson,\N,\N,"camera_department,cinematographer,assistant_director","tt0162867,tt0075660,tt0068882,tt0192229"
nm0003991,Beth Colt,\N,\N,"actress,producer,assistant_director","tt0108758,tt0200530,tt0101064,tt0120197"
nm0003992,Charles Burke,\N,\N,"camera_department,producer,production_manager","tt0468449,tt0882969,tt1582268,tt0120710"
nm0003993,Toby Jaffe,\N,\N,producer,"tt1846589,tt0114214,tt1386703,tt1634106"
nm0003994,Christian Williams,\N,\N,"writer,producer,miscellaneous","tt0272376,tt0111999,tt0098761,tt0248654"
nm0003995,G. John Garrett,1956,\N,"sound_department,miscellaneous","tt0492956,tt0332047,tt3450900,tt1895587"
nm0003996,Butch McCain,1958,\N,"actor,music_department,producer","tt12038670,tt3147312,tt0115683,tt0489235"
nm0003997,Derrick Peters,\N,\N,"camera_department,cinematographer,director","tt6654210,tt3778644,tt1371111,tt12361974"
nm0003998,Sarah Bicknell,\N,\N,"assistant_director,miscellaneous","tt1571234,tt0760329,tt0360717,tt0779982"
nm0003999,Valéry Gaillard,\N,\N,"director,assistant_director,actor","tt0853066,tt0811168,tt0101581,tt0447181"
nm0004000,Gustavo Fernández,\N,\N,"director,assistant_director,miscellaneous","tt19267756,tt1901871,tt0144085,tt0913160"
nm0004001,Mark Archer,1973,\N,"producer,director,cinematographer","tt0140806,tt8990000,tt13222004,tt0119361"
nm0004002,Chris Gurney,1950,\N,sound_department,"tt0162661,tt0425413,tt0430912,tt0114388"
nm0004003,Joseph Rochlitz,\N,\N,"director,actor,writer","tt0212985,tt3089952,tt0102536,tt0362091"
nm0004004,Ben Krout,\N,\N,camera_department,"tt0227538,tt1411704,tt0477051,tt2717822"
nm0004005,Marklen Kennedy,1967,\N,"producer,actor,director","tt5662550,tt0165913,tt6007400,tt7289492"
nm0004006,Colin Skelton,1976,\N,"director,actor",tt0241950
nm0004007,Raymond King,\N,\N,"visual_effects,special_effects","tt0296572,tt0822847,tt0120201,tt1731141"
nm0004008,Monika Raebel,\N,\N,"producer,miscellaneous,writer","tt0165418,tt0163038,tt0148859,tt0329502"
nm0004009,Shawn Tanaka,\N,\N,"miscellaneous,actor,writer","tt0308055,tt0486946,tt0120903,tt0427944"
nm0004010,Lee Hickey,\N,\N,"editor,editorial_department,miscellaneous","tt26751825,tt0306753,tt1173924,tt2231473"
nm0004011,Patrick J. Don Vito,\N,\N,"editor,editorial_department,visual_effects","tt5706370,tt0251127,tt0145660,tt6966692"
nm0004012,Simon Emanuel,\N,\N,"producer,assistant_director,production_manager","tt5180504,tt3748528,tt1462764,tt1877830"
nm0004013,Fred Fouquet,\N,\N,"editor,editorial_department,visual_effects","tt0119675,tt1663662,tt0116654,tt0116629"
nm0004014,Scott Gamzon,\N,\N,"editor,editorial_department,producer","tt2647544,tt5171438,tt0141716,tt0851851"
nm0004015,Diana Horn,\N,\N,"assistant_director,script_department,miscellaneous","tt0112220,tt9022950,tt0108778,tt0379623"
nm0004016,Tod Lippy,\N,\N,"director,writer","tt1391092,tt0241320"
nm0004017,Pamela Malouf,\N,\N,"editor,editorial_department,assistant_director","tt0364782,tt0076759,tt0083476,tt0103411"
nm0004018,John Nein,1971,\N,"miscellaneous,assistant_director,editor","tt0420316,tt0120902,tt0251065,tt0116212"
nm0004019,William Pruss,\N,\N,"assistant_director,producer,miscellaneous","tt4912910,tt9184986,tt26237514,tt5013056"
nm0004020,Steven Douglas Smith,\N,\N,"cinematographer,camera_department,producer","tt0795461,tt0455407,tt0343660,tt0130623"
nm0004021,Tim Geideman,\N,\N,"visual_effects,cinematographer,camera_department","tt0107290,tt0181689,tt0111280,tt0120201"
nm0004022,Morton Stevens,1929,1991,"music_department,composer,soundtrack","tt0390022,tt0062568,tt0343660,tt0266489"
nm0004023,Philipp Timme,1968,\N,"cinematographer,camera_department,visual_effects","tt0119925,tt0120591,tt0116629,tt0118928"
nm0004024,Simon Mills,\N,\N,"producer,production_manager,assistant_director","tt11318602,tt0490879,tt0103129,tt6212478"
nm0004025,Erik Fleming,\N,\N,"producer,director,actor","tt3526286,tt0112761,tt2837336,tt0159060"
nm0004026,Jeff Hoffman,1971,\N,"director,actor,writer","tt0329663,tt2011833,tt14134070,tt0213201"
nm0004028,Daniel Bacon,1970,\N,actor,"tt0837143,tt3704700,tt1878870,tt3691740"
nm0004029,Lillian Buyeff,1920,2001,actress,"tt0051301,tt0050987,tt0051907,tt0056162"
nm0004030,John Karyus,1975,\N,"actor,camera_department,art_department","tt2256858,tt2450186,tt0462485,tt26771809"
nm0004031,Brian Hughes,\N,\N,"casting_director,casting_department,visual_effects","tt0163596,tt0144146,tt0207826,tt0265944"
nm0004032,Thom Powers,1967,\N,"producer,director,writer","tt0295772,tt0463322,tt0117025,tt0486531"
nm0004033,Diego Quemada-Diez,\N,\N,"camera_department,cinematographer,writer","tt0816201,tt2042583,tt0387131,tt0310197"
nm0004034,Elizabeth Holder,\N,\N,"producer,director,miscellaneous","tt0243022,tt0358079,tt1614992,tt0163929"
nm0004035,Alessandra Carlino,\N,\N,"visual_effects,editorial_department,producer","tt17825078,tt0327437,tt0413895,tt0120685"
nm0004036,Roger Dertinger,1973,\N,"art_department,actor,cinematographer","tt0450340,tt0367631,tt0204679,tt0345551"
nm0004037,Suzanne Nicell,\N,\N,"miscellaneous,assistant_director,costume_department","tt0430308,tt0107207,tt0288045,tt0375154"
nm0004038,Jack S. Schlosser,\N,\N,camera_department,"tt0093300,tt0116629,tt0107290,tt0120877"
nm0004039,Larry A. Thompson,1944,\N,"producer,writer,manager","tt29379064,tt2375255,tt2937530,tt1559025"
nm0004040,Michael Condro,\N,\N,"camera_department,visual_effects,cinematographer","tt2253976,tt0120461,tt0117731,tt0096754"
nm0004041,David J. McGraw,1954,\N,"camera_department,visual_effects,miscellaneous","tt0094894,tt0377062,tt0417148,tt0368891"
nm0004042,Victor Galvis,\N,\N,camera_department,"tt0160127,tt0119695,tt0117539,tt0166276"
nm0004043,George Zaloom,\N,\N,"producer,writer,director","tt0086154,tt0102015,tt0219408,tt0104187"
nm0004044,Paul Janossy,1964,\N,"camera_department,actor","tt2752772,tt0802948,tt0315983,tt0115734"
nm0004045,Massimo Nouhra,\N,\N,"miscellaneous,producer","tt0144117,tt0160009,tt0185183,tt0208988"
nm0004046,Jean-Louis Nieuwbourg,\N,\N,"production_manager,producer,location_management","tt7858472,tt0274117,tt0205422,tt1188983"
nm0004047,Jack Sojka,1964,\N,"producer,production_manager,writer","tt3082898,tt1233219,tt5613122,tt0284655"
nm0004048,Paul Raimondi,\N,\N,"cinematographer,director,producer","tt4563660,tt0115981"
nm0004049,Peter Atherton,1974,\N,"location_management,miscellaneous,actor","tt1065073,tt0405296,tt0212346,tt0758746"
nm0004050,Scott Getzinger,1965,2012,"art_department,writer,camera_department","tt0120685,tt0407304,tt0120461,tt0116629"
nm0004051,Brian Cox,1946,\N,"actor,producer,soundtrack","tt7660850,tt0290334,tt0268126,tt0332452"
nm0004052,Bob Shaw,\N,\N,"production_designer,art_department,art_director","tt1302006,tt0993846,tt0107978,tt4406178"
nm0004053,Ray McCort,\N,\N,"miscellaneous,visual_effects,stunts","tt0114011,tt0116040,tt0215129,tt0120611"
nm0004054,Philip D. Schwartz,\N,\N,"camera_department,cinematographer,actor","tt0373051,tt3730126,tt0113957,tt0303017"
nm0004055,Marco Black,1970,\N,"production_manager,producer,assistant_director","tt0251736,tt0302886,tt0313043,tt0373469"
nm0004056,Andrew Stanton,1965,\N,"writer,actor,producer","tt0266543,tt0910970,tt0120623,tt2277860"
nm0004057,Marietta Carter-Narcisse,\N,\N,"make_up_department,producer","tt0104797,tt0108551,tt0099653,tt14307536"
nm0004058,Heidi Kneisl,\N,\N,"actress,art_department,set_decorator","tt0113449,tt0167107"
nm0004059,Yvon Sarray,1917,1990,actor,"tt0852611,tt0197199,tt1063369,tt0272389"
nm0004060,Morgana Rae,\N,\N,actress,"tt0231496,tt0245841,tt0287659,tt0186988"
nm0004061,Nicholas Kamenos,\N,\N,actor,"tt0297625,tt0762803,tt0066672,tt0120921"
nm0004062,François Dagenais,\N,\N,"cinematographer,camera_department","tt6632666,tt11875316,tt0377713,tt1389072"
nm0004063,François Dagenais,\N,\N,"make_up_department,special_effects,visual_effects","tt1663662,tt10342730,tt0418819,tt0094761"
nm0004064,Marco Sacerdoti,1958,\N,"camera_department,cinematographer","tt1638355,tt0320661,tt2638144,tt0091474"
nm0004065,André Gailhard,1885,1966,composer,"tt0171222,tt0021321,tt0036575,tt0160657"
nm0004066,Robbi Hinds,\N,\N,"camera_department,visual_effects,cinematographer","tt0377713,tt0318236,tt0100464,tt0120609"
nm0004067,Russell Yuen,1965,\N,"actor,stunts,director","tt1448754,tt12327578,tt13016388,tt15203594"
nm0004068,Suju Vijayan,\N,\N,"producer,director,writer","tt0412517,tt27732168,tt0896232,tt2040562"
nm0004069,Oliver Brzoska,\N,\N,"assistant_director,script_department,production_manager","tt0243528,tt0243636,tt0276216,tt0319309"
nm0004070,Niall Byrne,\N,\N,"composer,music_department","tt9131050,tt5164184,tt6816780,tt13355234"
nm0004071,Álvaro Curiel,1973,\N,"director,writer,assistant_director","tt1174933,tt1076874,tt0388409,tt5355580"
nm0004072,Kaizad Gustad,1968,\N,"director,writer,miscellaneous","tt0819646,tt3309662,tt0168529,tt0330082"
nm0004073,Jason Gondek,\N,\N,"miscellaneous,art_department,actor","tt0327056,tt1057500,tt0186566,tt0119094"
nm0004074,Igor Meglic,\N,\N,"camera_department,cinematographer,assistant_director","tt0816711,tt1270797,tt1524137,tt1843866"
nm0004075,Travis Price,1968,2015,"visual_effects,animation_department,art_department","tt0234215,tt0120591,tt0120844,tt0848537"
nm0004076,Jonny Vasic,\N,\N,"producer,production_manager,miscellaneous","tt1646225,tt0165186,tt0256155,tt1852028"
nm0004077,Klaus Christian Schreiber,1959,\N,"actor,director,writer","tt0806910,tt1513068,tt0853076,tt28483934"
nm0004078,Péter Politzer,1974,\N,"director,editor,writer","tt0464955,tt0397857,tt10415684,tt6605846"
nm0004079,Jim Michaels,1965,\N,"visual_effects,producer,miscellaneous","tt0460637,tt0460681,tt0106057,tt3824722"
nm0004080,Grant Viklund,\N,\N,"visual_effects,animation_department,production_manager","tt0190374,tt0357277,tt0311429,tt0115857"
nm0004081,Tom Delmar,1963,\N,"stunts,assistant_director,actor","tt0102798,tt0455782,tt0117951,tt0119395"
nm0004082,Geoff Marslett,\N,\N,"actor,producer,director","tt1109488,tt9109086,tt2091343,tt11662660"
nm0004083,Brent Crowell,\N,\N,"assistant_director,production_manager,producer","tt13271734,tt1119644,tt3107288,tt4270458"
nm0004084,Steven Nevius,1970,\N,"editor,editorial_department,producer","tt1022603,tt0093779,tt0098635,tt0104257"
nm0004085,Hilary Benson,\N,\N,"producer,production_manager,miscellaneous","tt0117631,tt0787985,tt0360139,tt0377107"
nm0004086,Penny Segal,\N,\N,"producer,production_manager,miscellaneous","tt0202745,tt0099422,tt0099385,tt1991564"
nm0004087,Howard Bernstein,1966,\N,"producer,soundtrack,miscellaneous","tt0270707,tt0243655,tt0185937,tt0115754"
nm0004088,László Kovács,1933,2007,"cinematographer,camera_department,director","tt0065724,tt0075860,tt0064276,tt0087332"
nm0004089,Matthew Irving,\N,\N,"cinematographer,writer,camera_department","tt3491962,tt1699231,tt0473308,tt0348333"
nm0004090,Eric Alan Edwards,1953,\N,"cinematographer,camera_department,actor","tt0102494,tt0898367,tt0118887,tt0114681"
nm0004091,Tom Fillingham,\N,\N,"camera_department,cinematographer","tt0112750,tt0280380,tt0250687,tt0245674"
nm0004092,Jean-Marc Félio,1953,\N,"producer,production_manager,director","tt0295254,tt0099333,tt0158671,tt0138035"
nm0004093,Travis Davis,1968,2009,"actor,director,producer","tt0443454,tt0491117,tt1160368,tt0758746"
nm0004094,Betsy Thomas,1966,\N,"producer,writer,director","tt1850458,tt5462364,tt7768346,tt0496356"
nm0004095,Bobbie Phillips,1968,\N,"actress,producer,writer","tt0174543,tt4677244,tt8387520,tt0112086"
nm0004096,Leesa Castaneda,1969,\N,actress,"tt0106126,tt0235947,tt0261492,tt0117776"
nm0004097,Alec Von Bargen,1972,\N,"actor,miscellaneous,writer","tt11865946,tt17424878,tt0362107,tt13892558"
nm0004098,Ellen Wheeler,1961,\N,"producer,actress,director","tt0057731,tt0044265,tt0048845,tt0065272"
nm0004099,Jayant,1915,1975,actor,"tt0155745,tt0156048,tt0157064,tt0395602"
nm0004100,Jayant,1949,\N,actor,tt0081518
nm0004101,Michael Perry,\N,\N,"production_designer,art_department,art_director","tt5691670,tt9620292,tt3235888,tt1448755"
nm0004102,Marc Sadeghi,\N,\N,"visual_effects,editorial_department,producer","tt0371746,tt0319262,tt1392170,tt0346156"
nm0004103,Michael Derbas,\N,\N,"producer,camera_department,actor","tt0263746,tt0233656,tt0385961,tt0402910"
nm0004104,Harry Shannon,1948,\N,"soundtrack,music_department,actor","tt0103772,tt0105698,tt0101664,tt0075950"
nm0004105,Jay Sandrich,1932,2021,"director,assistant_director,producer","tt0075584,tt0086687,tt0088526,tt0065314"
nm0004106,Gregory Ruzzin,1964,\N,"director,producer,writer","tt15690874,tt0197570,tt0282965,tt0112540"
nm0004107,Darrin Klimek,1970,\N,"actor,cinematographer,producer","tt0110598,tt0111964,tt0213327,tt0285531"
nm0004108,Brett Miller,\N,\N,"producer,actor","tt0095188,tt6587668"
nm0004109,Gulshan Grover,1955,\N,"actor,music_department","tt1805263,tt5912310,tt0120087,tt0150433"
nm0004110,Carl R. Botefuhr,1925,1996,actor,"tt0022812,tt0062568"
nm0004111,Mark Frost,1953,\N,"writer,producer,miscellaneous","tt0120667,tt0098936,tt0081873,tt4093826"
nm0004112,Mark Frost,1968,\N,actor,"tt3636060,tt1250890,tt0223268,tt4348012"
nm0004113,Halina Dobrowolska,1929,2016,"production_designer,art_director,art_department","tt0188387,tt0101765,tt0111507,tt0257289"
nm0004114,Halina Dobrowolska,1930,1999,actress,"tt0182607,tt0049555,tt0048126,tt0441074"
nm0004115,Thom Tierney,\N,\N,actor,"tt1630574,tt1181917,tt0982881,tt0178229"
nm0004116,Larry D. Horricks,1960,\N,"camera_department,assistant_director,actor","tt12758486,tt12263384,tt7181546,tt11097384"
nm0004117,Roger Bondelli,\N,\N,"editor,editorial_department,producer","tt0116409,tt0088571,tt0101055,tt0119190"
nm0004118,Marie Nardella,\N,\N,"make_up_department,art_department","tt0318627,tt0489099,tt0370032,tt0290095"
nm0004119,Kurt Hall,\N,\N,"editorial_department,camera_department,visual_effects","tt0467695,tt0105690,tt0180052,tt0218817"
nm0004120,George Tarrant,1955,\N,sound_department,"tt0821638,tt0409572,tt0106087,tt0281373"
nm0004121,Mikael Salomon,\N,\N,"director,cinematographer,producer","tt0096754,tt0185906,tt3230854,tt0384766"
nm0004122,Robert Bolt,1924,1995,"writer,director,actor","tt0091530,tt0056172,tt0059113,tt0060665"
nm0004123,Dave Kluft,1968,\N,producer,"tt0243741,tt0199372"
nm0004124,Laurent Herbiet,1961,\N,"assistant_director,writer,director","tt2294727,tt0800135,tt1883242,tt5736758"
nm0004125,Radan Popovic,\N,\N,"cinematographer,camera_department,actor","tt1389072,tt1821549,tt0126886,tt11564570"
nm0004126,Ian Gilmour,1955,\N,"actor,director,camera_department","tt0292515,tt0121956,tt0329814,tt0240278"
nm0004127,David McKail,1938,2021,actor,"tt0108967,tt0408236,tt0458339,tt1109624"
nm0004128,Craig Campobasso,\N,\N,"casting_director,casting_department,producer","tt2645374,tt1334553,tt0259685,tt0346156"
nm0004129,Sheri Bylander,\N,\N,"editor,editorial_department,producer","tt7949218,tt15421858,tt2149175,tt13819960"
nm0004130,Adina Shore,1971,\N,"make_up_department,camera_department,miscellaneous","tt1324999,tt0338337,tt1964418,tt0429493"
nm0004131,Antoine Beau,\N,\N,"assistant_director,production_manager,producer","tt0444182,tt0101318,tt0091497,tt1784515"
nm0004132,Jill Footlick,\N,\N,"producer,production_manager,miscellaneous","tt5057054,tt0203230,tt11280740,tt4635282"
nm0004133,Aure Atika,1970,\N,"actress,director,writer","tt0464913,tt1399664,tt1285246,tt0411270"
nm0004134,Tasma Walton,\N,\N,"actress,producer,miscellaneous","tt10530838,tt21047794,tt23648770,tt7298596"
nm0004135,Jeffrey Kaplan,\N,\N,"sound_department,music_department,producer","tt0098844,tt0120201,tt10276114,tt2261391"
nm0004137,Tia Texada,\N,\N,actress,"tt0460690,tt0197182"
nm0004138,Vince Corazza,\N,\N,"actor,miscellaneous","tt0338852,tt0114327,tt0285861,tt0144120"
nm0004139,Murilo Salles,1950,\N,"cinematographer,director,writer","tt0115929,tt0133131,tt0334316,tt0093059"
nm0004140,Steve Arnold,1953,\N,"production_designer,art_director,art_department","tt0217869,tt0145487,tt1478338,tt1856010"
nm0004141,Pazz Neglia,\N,\N,"assistant_director,stunts,production_manager","tt11671006,tt3230854,tt5774002,tt9059594"
nm0004142,Michael Grady,\N,\N,"cinematographer,camera_department","tt1282140,tt1838544,tt0470705,tt1433108"
nm0004143,Michael Grady,\N,\N,camera_department,"tt0325710,tt0119695,tt0307479,tt0116629"
nm0004144,Joanne Ottaviano,\N,\N,make_up_department,"tt0199744,tt0116914,tt0133122,tt0171791"
nm0004145,Peter Lance,1948,\N,"writer,producer,miscellaneous","tt0092484,tt0086759,tt0090410,tt0106067"
nm0004146,Mikko Nousiainen,1938,2011,actor,"tt0097682,tt0437273,tt0138664,tt0120427"
nm0004147,Mikko Nousiainen,1975,\N,"actor,soundtrack","tt0328432,tt1067580,tt1145479,tt0119211"
nm0004148,Don Kirshner,1934,2011,"music_department,producer,composer","tt0455585,tt0198188,tt0066469,tt0050711"
nm0004149,Bo Svenson,1941,\N,"actor,producer,writer","tt0378194,tt0076028,tt0361748,tt0079640"
nm0004150,Jeremy Benning,1974,\N,"cinematographer,camera_department,producer","tt1680305,tt2299248,tt1934472,tt3230854"
nm0004151,Jennifer Ann Henry,1973,2017,"camera_department,cinematographer,actress","tt0206314,tt0319262,tt0450405,tt0438488"
nm0004152,Roel Reiné,1969,\N,"director,producer,cinematographer","tt2934286,tt2375692,tt2544766,tt10098580"
nm0004153,Carol Goldwasser,\N,\N,"casting_director,casting_department,miscellaneous","tt7631348,tt0493093,tt1830491,tt2222135"
nm0004154,Peter Thomas,1959,2006,sound_department,"tt0384286,tt0144168,tt0349710,tt0325537"
nm0004155,Daniel A. Valverde,1961,\N,"editor,editorial_department,actor","tt2149175,tt0115237,tt6110648,tt0105046"
nm0004156,Shawn Murphy,1948,\N,"music_department,sound_department,soundtrack","tt0117060,tt0120915,tt3581652,tt0107290"
nm0004157,TyRuben Ellingson,\N,\N,"art_department,visual_effects,animation_department","tt0107290,tt0499549,tt0076759,tt1663662"
nm0004158,Emily Ferry,\N,\N,"art_department,set_decorator","tt0397535,tt0119177,tt3609352,tt0952640"
nm0004159,Tom Tangen,1961,\N,"miscellaneous,actor,producer","tt0415298,tt1411238,tt0092086,tt0246578"
nm0004160,Jan Lipsansky,1968,\N,"writer,director,script_department","tt0244681,tt0244785,tt0273928,tt0240000"
nm0004161,Mark Roper,1958,\N,"assistant_director,director,writer","tt0816462,tt1772264,tt4160708,tt1480295"
nm0004162,Patti Podesta,\N,\N,"production_designer,art_department,miscellaneous","tt7144666,tt0115736,tt0107290,tt0209144"
nm0004163,Marco Guidone,1966,\N,"producer,assistant_director,miscellaneous","tt0246677,tt0460808,tt0400773,tt0107426"
